;;;;;;;;;;;;Variables WORLD CLIM;;;;;;;;;;;;;;;;;;
code;base;gbifID;year;dateIdentified;espece;country;lon;lat;posi;studied;altitude;bio_1;bio_2;bio_3;bio_4;bio_5;bio_6;bio_7;bio_8;bio_9;bio_10;bio_11;bio_12;bio_13;bio_14;bio_15;bio_16;bio_17;bio_18;bio_19
bdd2531;cl2034;6005;NA;20070713;Convolvulus lanuginosus;France;5,67165;43,21732;p;n;352;129;83;34;5507;260;20;240;100;201;201;61;696;89;16;34;250;89;89;203
bdd2304;cl1830;6005;NA;20090721;Convolvulus lanuginosus;France;5,59323;43,21723;p;n;219;136;85;34;5584;270;25;245;105;209;209;66;660;87;14;36;240;81;81;192
bdd2478;cl1988;6005;NA;20070530;Convolvulus lanuginosus;France;5,65219;43,21723;p;n;299;132;84;34;5525;264;22;242;102;204;204;64;685;88;15;35;247;86;86;200
bdd2567;cl2067;6005;NA;20070525;Convolvulus lanuginosus;France;5,6128;43,21723;p;n;211;136;85;34;5587;270;26;244;106;209;209;67;661;87;14;36;240;81;81;192
bdd2768;cl2248;6005;NA;20070619;Convolvulus lanuginosus;France;5,60036;43,21716;p;n;196;137;86;34;5584;271;25;246;106;210;210;68;657;87;14;37;240;80;80;192
bdd2317;cl1842;6005;NA;20070619;Convolvulus lanuginosus;France;5,60196;43,21712;p;n;196;137;86;34;5584;271;25;246;106;210;210;68;657;87;14;37;240;80;80;192
bdd2513;cl2018;6005;NA;20070530;Convolvulus lanuginosus;France;5,65576;43,21706;p;n;299;132;84;34;5525;264;22;242;102;204;204;64;685;88;15;35;247;86;86;200
bdd2552;cl2053;6005;NA;20070525;Convolvulus lanuginosus;France;5,61291;43,21696;p;n;211;136;85;34;5587;270;26;244;106;209;209;67;661;87;14;36;240;81;81;192
bdd2179;cl1718;6005;NA;20081207;Convolvulus lanuginosus;France;5,69688;43,21694;p;n;262;134;84;34;5478;266;25;241;105;206;206;67;683;88;14;37;249;83;83;202
bdd2509;cl2014;6005;NA;20070530;Convolvulus lanuginosus;France;5,61402;43,21694;p;n;211;136;85;34;5587;270;26;244;106;209;209;67;661;87;14;36;240;81;81;192
bdd2775;cl2254;6005;NA;20070413;Convolvulus lanuginosus;France;5,59112;43,21692;p;n;267;133;85;34;5588;267;21;246;103;206;206;64;670;88;15;36;242;84;84;195
bdd2804;cl2280;6005;NA;20070413;Convolvulus lanuginosus;France;5,59986;43,2169;p;n;219;136;85;34;5584;270;25;245;105;209;209;66;660;87;14;36;240;81;81;192
bdd2476;cl1986;6005;NA;20070530;Convolvulus lanuginosus;France;5,65144;43,21689;p;n;299;132;84;34;5525;264;22;242;102;204;204;64;685;88;15;35;247;86;86;200
bdd2777;cl2256;6005;NA;20070413;Convolvulus lanuginosus;France;5,59001;43,21685;p;n;267;133;85;34;5588;267;21;246;103;206;206;64;670;88;15;36;242;84;84;195
bdd2498;cl2004;6005;NA;20070525;Convolvulus lanuginosus;France;5,6129;43,21678;p;n;211;136;85;34;5587;270;26;244;106;209;209;67;661;87;14;36;240;81;81;192
bdd2302;cl1829;6005;NA;20090721;Convolvulus lanuginosus;France;5,58989;43,21677;p;n;267;133;85;34;5588;267;21;246;103;206;206;64;670;88;15;36;242;84;84;195
bdd2376;cl1896;6005;NA;20060609;Convolvulus lanuginosus;France;5,59373;43,2167;p;n;219;136;85;34;5584;270;25;245;105;209;209;66;660;87;14;36;240;81;81;192
bdd2378;cl1898;6005;NA;20060609;Convolvulus lanuginosus;France;5,59373;43,21669;p;n;219;136;85;34;5584;270;25;245;105;209;209;66;660;87;14;36;240;81;81;192
bdd2560;cl2060;6005;NA;20070530;Convolvulus lanuginosus;France;5,61388;43,21667;p;n;130;141;86;34;5574;275;29;246;110;213;213;71;646;86;13;37;237;77;77;189
bdd2807;cl2283;6005;NA;20070413;Convolvulus lanuginosus;France;5,59456;43,21666;p;n;170;138;86;34;5600;273;26;247;108;211;211;69;648;86;13;37;237;77;77;190
bdd2771;cl2250;6005;NA;20070619;Convolvulus lanuginosus;France;5,60034;43,21662;p;n;134;140;86;34;5585;274;28;246;110;213;213;71;646;86;13;37;237;77;77;189
bdd2318;cl1843;6005;NA;20070619;Convolvulus lanuginosus;France;5,60095;43,21661;p;n;134;140;86;34;5585;274;28;246;110;213;213;71;646;86;13;37;237;77;77;189
bdd2386;cl1904;6005;NA;20060427;Convolvulus lanuginosus;France;5,59046;43,2166;p;n;221;135;85;34;5603;270;25;245;105;209;209;66;660;87;14;36;240;81;81;192
bdd2389;cl1907;6005;NA;20060427;Convolvulus lanuginosus;France;5,59048;43,21659;p;n;221;135;85;34;5603;270;25;245;105;209;209;66;660;87;14;36;240;81;81;192
bdd2801;cl2278;6005;NA;20070619;Convolvulus lanuginosus;France;5,59467;43,21657;p;n;170;138;86;34;5600;273;26;247;108;211;211;69;648;86;13;37;237;77;77;190
bdd2488;cl1997;6005;NA;20070530;Convolvulus lanuginosus;France;5,61191;43,21653;p;n;130;141;86;34;5574;275;29;246;110;213;213;71;646;86;13;37;237;77;77;189
bdd2312;cl1838;6005;NA;20070619;Convolvulus lanuginosus;France;5,6012;43,21651;p;n;134;140;86;34;5585;274;28;246;110;213;213;71;646;86;13;37;237;77;77;189
bdd2382;cl1900;6005;NA;20060427;Convolvulus lanuginosus;France;5,59024;43,21647;p;n;221;135;85;34;5603;270;25;245;105;209;209;66;660;87;14;36;240;81;81;192
bdd2391;cl1909;6005;NA;20060427;Convolvulus lanuginosus;France;5,59023;43,21646;p;n;221;135;85;34;5603;270;25;245;105;209;209;66;660;87;14;36;240;81;81;192
bdd2520;cl2024;6005;NA;20070530;Convolvulus lanuginosus;France;5,60735;43,21646;p;n;134;140;86;34;5585;274;28;246;110;213;213;71;646;86;13;37;237;77;77;189
bdd2584;cl2082;6005;NA;20070530;Convolvulus lanuginosus;France;5,65031;43,21646;p;n;201;137;85;35;5549;270;28;242;107;210;210;69;665;87;14;37;243;80;80;196
bdd2774;cl2253;6005;NA;20070619;Convolvulus lanuginosus;France;5,59541;43,21646;p;n;170;138;86;34;5600;273;26;247;108;211;211;69;648;86;13;37;237;77;77;190
bdd2553;cl2054;6005;NA;20070530;Convolvulus lanuginosus;France;5,61252;43,21643;p;n;130;141;86;34;5574;275;29;246;110;213;213;71;646;86;13;37;237;77;77;189
bdd2791;cl2269;6005;NA;20070413;Convolvulus lanuginosus;France;5,58999;43,2164;p;n;221;135;85;34;5603;270;25;245;105;209;209;66;660;87;14;36;240;81;81;192
bdd2596;cl2093;6005;NA;20070530;Convolvulus lanuginosus;France;5,61436;43,21639;p;n;130;141;86;34;5574;275;29;246;110;213;213;71;646;86;13;37;237;77;77;189
bdd2142;cl1685;6005;NA;19970000;Convolvulus lanuginosus;France;5,59478;43,21632;p;n;170;138;86;34;5600;273;26;247;108;211;211;69;648;86;13;37;237;77;77;190
bdd2790;cl2268;6005;NA;20070413;Convolvulus lanuginosus;France;5,59552;43,21628;p;n;170;138;86;34;5600;273;26;247;108;211;211;69;648;86;13;37;237;77;77;190
bdd2390;cl1908;6005;NA;20060427;Convolvulus lanuginosus;France;5,5902;43,21625;p;n;221;135;85;34;5603;270;25;245;105;209;209;66;660;87;14;36;240;81;81;192
bdd2385;cl1903;6005;NA;20060427;Convolvulus lanuginosus;France;5,5902;43,21624;p;n;221;135;85;34;5603;270;25;245;105;209;209;66;660;87;14;36;240;81;81;192
bdd2569;cl2069;6005;NA;20070530;Convolvulus lanuginosus;France;5,60968;43,21623;p;n;130;141;86;34;5574;275;29;246;110;213;213;71;646;86;13;37;237;77;77;189
bdd2579;cl2078;6005;NA;20070530;Convolvulus lanuginosus;France;5,64858;43,21614;p;n;209;137;85;35;5536;269;27;242;107;209;209;68;665;87;14;37;243;80;80;196
bdd2300;cl1827;6005;NA;20070619;Convolvulus lanuginosus;France;5,59896;43,21602;p;n;170;138;86;34;5600;273;26;247;108;211;211;69;648;86;13;37;237;77;77;190
bdd2582;cl2080;6005;NA;20070530;Convolvulus lanuginosus;France;5,65534;43,21598;p;n;201;137;85;35;5549;270;28;242;107;210;210;69;665;87;14;37;243;80;80;196
bdd2786;cl2264;6005;NA;20070619;Convolvulus lanuginosus;France;5,59711;43,21597;p;n;170;138;86;34;5600;273;26;247;108;211;211;69;648;86;13;37;237;77;77;190
bdd2460;cl1971;6005;NA;20070530;Convolvulus lanuginosus;France;5,60991;43,21595;p;n;130;141;86;34;5574;275;29;246;110;213;213;71;646;86;13;37;237;77;77;189
bdd2794;cl2271;6005;NA;20070413;Convolvulus lanuginosus;France;5,59982;43,21591;p;n;170;138;86;34;5600;273;26;247;108;211;211;69;648;86;13;37;237;77;77;190
bdd2789;cl2267;6005;NA;20070619;Convolvulus lanuginosus;France;5,59649;43,2159;p;n;170;138;86;34;5600;273;26;247;108;211;211;69;648;86;13;37;237;77;77;190
bdd2308;cl1834;6005;NA;20070619;Convolvulus lanuginosus;France;5,59489;43,21584;p;n;170;138;86;34;5600;273;26;247;108;211;211;69;648;86;13;37;237;77;77;190
bdd2542;cl2044;6005;NA;20070530;Convolvulus lanuginosus;France;5,61495;43,21583;p;n;130;141;86;34;5574;275;29;246;110;213;213;71;646;86;13;37;237;77;77;189
bdd2572;cl2071;6005;NA;20070530;Convolvulus lanuginosus;France;5,6088;43,2158;p;n;130;141;86;34;5574;275;29;246;110;213;213;71;646;86;13;37;237;77;77;189
bdd2785;cl2263;6005;NA;20070619;Convolvulus lanuginosus;France;5,59771;43,2156;p;n;170;138;86;34;5600;273;26;247;108;211;211;69;648;86;13;37;237;77;77;190
bdd2800;cl2277;6005;NA;20070413;Convolvulus lanuginosus;France;5,5982;43,21559;p;n;170;138;86;34;5600;273;26;247;108;211;211;69;648;86;13;37;237;77;77;190
bdd2799;cl2276;6005;NA;20070619;Convolvulus lanuginosus;France;5,59845;43,21558;p;n;170;138;86;34;5600;273;26;247;108;211;211;69;648;86;13;37;237;77;77;190
bdd2465;cl1976;6005;NA;20070530;Convolvulus lanuginosus;France;5,60719;43,21556;p;n;134;140;86;34;5585;274;28;246;110;213;213;71;646;86;13;37;237;77;77;189
bdd2773;cl2252;6005;NA;20070413;Convolvulus lanuginosus;France;5,60005;43,21554;p;n;134;140;86;34;5585;274;28;246;110;213;213;71;646;86;13;37;237;77;77;189
bdd2305;cl1831;6005;NA;20070619;Convolvulus lanuginosus;France;5,59598;43,21546;p;n;170;138;86;34;5600;273;26;247;108;211;211;69;648;86;13;37;237;77;77;190
bdd2795;cl2272;6005;NA;20070619;Convolvulus lanuginosus;France;5,59795;43,21541;p;n;170;138;86;34;5600;273;26;247;108;211;211;69;648;86;13;37;237;77;77;190
bdd2767;cl2247;6005;NA;20070619;Convolvulus lanuginosus;France;5,59893;43,21539;p;n;170;138;86;34;5600;273;26;247;108;211;211;69;648;86;13;37;237;77;77;190
bdd2298;cl1825;6005;NA;20070619;Convolvulus lanuginosus;France;5,60139;43,21533;p;n;134;140;86;34;5585;274;28;246;110;213;213;71;646;86;13;37;237;77;77;189
bdd2769;cl2249;6005;NA;20070619;Convolvulus lanuginosus;France;5,59819;43,21532;p;n;170;138;86;34;5600;273;26;247;108;211;211;69;648;86;13;37;237;77;77;190
bdd2539;cl2041;6005;NA;20070530;Convolvulus lanuginosus;France;5,61136;43,21529;p;n;130;141;86;34;5574;275;29;246;110;213;213;71;646;86;13;37;237;77;77;189
bdd2352;cl1874;6005;NA;20060629;Convolvulus lanuginosus;France;5,71318;43,21509;p;n;120;142;84;35;5472;273;33;240;112;213;213;74;658;87;12;39;244;75;75;196
bdd2796;cl2273;6005;NA;20070413;Convolvulus lanuginosus;France;5,60015;43,21509;p;n;134;140;86;34;5585;274;28;246;110;213;213;71;646;86;13;37;237;77;77;189
bdd2496;cl2002;6005;NA;20070530;Convolvulus lanuginosus;France;5,60692;43,21503;p;n;134;140;86;34;5585;274;28;246;110;213;213;71;646;86;13;37;237;77;77;189
bdd2778;cl2257;6005;NA;20070413;Convolvulus lanuginosus;France;5,60064;43,21499;p;n;134;140;86;34;5585;274;28;246;110;213;213;71;646;86;13;37;237;77;77;189
bdd2467;cl1978;6005;NA;20070530;Convolvulus lanuginosus;France;5,60667;43,21494;p;n;134;140;86;34;5585;274;28;246;110;213;213;71;646;86;13;37;237;77;77;189
bdd2782;cl2260;6005;NA;20070619;Convolvulus lanuginosus;France;5,59952;43,21484;p;n;170;138;86;34;5600;273;26;247;108;211;211;69;648;86;13;37;237;77;77;190
bdd2605;cl2100;6005;NA;20070530;Convolvulus lanuginosus;France;5,60765;43,21483;p;n;134;140;86;34;5585;274;28;246;110;213;213;71;646;86;13;37;237;77;77;189
bdd2784;cl2262;6005;NA;20070413;Convolvulus lanuginosus;France;5,59952;43,21475;p;n;170;138;86;34;5600;273;26;247;108;211;211;69;648;86;13;37;237;77;77;190
bdd2185;cl1723;6005;NA;20070527;Convolvulus lanuginosus;France;5,82532;43,21474;p;n;295;134;82;34;5394;262;27;235;106;204;204;68;708;89;15;36;258;86;86;212
bdd2543;cl2045;6005;NA;20070530;Convolvulus lanuginosus;France;5,60789;43,21474;p;n;134;140;86;34;5585;274;28;246;110;213;213;71;646;86;13;37;237;77;77;189
bdd2793;cl2270;6005;NA;20070619;Convolvulus lanuginosus;France;5,60112;43,21471;p;n;134;140;86;34;5585;274;28;246;110;213;213;71;646;86;13;37;237;77;77;189
bdd2301;cl1828;6005;NA;20070619;Convolvulus lanuginosus;France;5,59804;43,21469;p;n;170;138;86;34;5600;273;26;247;108;211;211;69;648;86;13;37;237;77;77;190
bdd2315;cl1840;6005;NA;20070619;Convolvulus lanuginosus;France;5,59915;43,21467;p;n;170;138;86;34;5600;273;26;247;108;211;211;69;648;86;13;37;237;77;77;190
bdd2776;cl2255;6005;NA;20070413;Convolvulus lanuginosus;France;5,59952;43,21466;p;n;170;138;86;34;5600;273;26;247;108;211;211;69;648;86;13;37;237;77;77;190
bdd2797;cl2274;6005;NA;20070619;Convolvulus lanuginosus;France;5,60124;43,21462;p;n;134;140;86;34;5585;274;28;246;110;213;213;71;646;86;13;37;237;77;77;189
bdd2182;cl1720;6005;NA;20070527;Convolvulus lanuginosus;France;5,82528;43,21461;p;n;295;134;82;34;5394;262;27;235;106;204;204;68;708;89;15;36;258;86;86;212
bdd2716;cl2200;6005;NA;20070626;Convolvulus lanuginosus;France;5,71264;43,21455;p;n;120;142;84;35;5472;273;33;240;112;213;213;74;658;87;12;39;244;75;75;196
bdd2306;cl1832;6005;NA;20070619;Convolvulus lanuginosus;France;5,60025;43,21446;p;n;134;140;86;34;5585;274;28;246;110;213;213;71;646;86;13;37;237;77;77;189
bdd2311;cl1837;6005;NA;20070619;Convolvulus lanuginosus;France;5,59828;43,21441;p;n;170;138;86;34;5600;273;26;247;108;211;211;69;648;86;13;37;237;77;77;190
bdd2361;cl1882;6005;NA;20061022;Convolvulus lanuginosus;France;5,8265;43,21437;p;n;295;134;82;34;5394;262;27;235;106;204;204;68;708;89;15;36;258;86;86;212
bdd2319;cl1844;6005;NA;20070619;Convolvulus lanuginosus;France;5,59864;43,21423;p;n;170;138;86;34;5600;273;26;247;108;211;211;69;648;86;13;37;237;77;77;190
bdd2452;cl1964;6005;NA;20070530;Convolvulus lanuginosus;France;5,60676;43,21422;p;n;134;140;86;34;5585;274;28;246;110;213;213;71;646;86;13;37;237;77;77;189
bdd2310;cl1836;6005;NA;20070619;Convolvulus lanuginosus;France;5,59913;43,21421;p;n;170;138;86;34;5600;273;26;247;108;211;211;69;648;86;13;37;237;77;77;190
bdd2587;cl2085;6005;NA;20070713;Convolvulus lanuginosus;France;5,66966;43,21412;p;n;267;134;84;34;5517;266;25;241;104;206;206;66;679;88;15;36;247;84;84;199
bdd2316;cl1841;6005;NA;20070619;Convolvulus lanuginosus;France;5,59875;43,21404;p;n;170;138;86;34;5600;273;26;247;108;211;211;69;648;86;13;37;237;77;77;190
bdd2205;cl1741;6005;NA;20070527;Convolvulus lanuginosus;France;5,75382;43,21398;p;n;133;142;84;35;5420;272;34;238;113;213;213;75;666;87;12;38;248;76;76;200
bdd2307;cl1833;6005;NA;20070619;Convolvulus lanuginosus;France;5,59899;43,21377;p;n;170;138;86;34;5600;273;26;247;108;211;211;69;648;86;13;37;237;77;77;190
bdd2563;cl2063;6005;NA;20070713;Convolvulus lanuginosus;France;5,66829;43,21361;p;n;267;134;84;34;5517;266;25;241;104;206;206;66;679;88;15;36;247;84;84;199
bdd2309;cl1835;6005;NA;20070619;Convolvulus lanuginosus;France;5,59909;43,21332;p;n;170;138;86;34;5600;273;26;247;108;211;211;69;648;86;13;37;237;77;77;190
bdd2541;cl2043;6005;NA;20070713;Convolvulus lanuginosus;France;5,66605;43,21312;p;n;257;134;84;34;5515;267;25;242;105;207;207;67;678;88;14;36;247;83;83;199
bdd2475;cl1985;6005;NA;20070530;Convolvulus lanuginosus;France;5,64832;43,21309;p;n;209;137;85;35;5536;269;27;242;107;209;209;68;665;87;14;37;243;80;80;196
bdd2486;cl1995;6005;NA;20070713;Convolvulus lanuginosus;France;5,66789;43,21308;p;n;267;134;84;34;5517;266;25;241;104;206;206;66;679;88;15;36;247;84;84;199
bdd2586;cl2084;6005;NA;20070713;Convolvulus lanuginosus;France;5,67047;43,21284;p;n;267;134;84;34;5517;266;25;241;104;206;206;66;679;88;15;36;247;84;84;199
bdd2525;cl2029;6005;NA;20070713;Convolvulus lanuginosus;France;5,67044;43,2123;p;n;267;134;84;34;5517;266;25;241;104;206;206;66;679;88;15;36;247;84;84;199
bdd2573;cl2072;6005;NA;20070713;Convolvulus lanuginosus;France;5,66503;43,21225;p;n;257;134;84;34;5515;267;25;242;105;207;207;67;678;88;14;36;247;83;83;199
bdd2453;cl1965;6005;NA;20070713;Convolvulus lanuginosus;France;5,66724;43,2122;p;n;267;134;84;34;5517;266;25;241;104;206;206;66;679;88;15;36;247;84;84;199
bdd2367;cl1888;6005;NA;20100218;Convolvulus lanuginosus;France;5,70295;43,21218;p;n;146;141;84;35;5501;272;32;240;111;213;213;73;662;87;13;38;245;77;77;197
bdd2245;cl1778;6005;NA;20070527;Convolvulus lanuginosus;France;5,75416;43,21192;p;n;133;142;84;35;5420;272;34;238;113;213;213;75;666;87;12;38;248;76;76;200
bdd2551;cl2052;6005;NA;20070713;Convolvulus lanuginosus;France;5,67054;43,21158;p;n;267;134;84;34;5517;266;25;241;104;206;206;66;679;88;15;36;247;84;84;199
bdd2191;cl1729;6005;NA;20081207;Convolvulus lanuginosus;France;5,7034;43,2113;p;n;146;141;84;35;5501;272;32;240;111;213;213;73;662;87;13;38;245;77;77;197
bdd2601;cl2098;6005;NA;20070713;Convolvulus lanuginosus;France;5,67039;43,21113;p;n;267;134;84;34;5517;266;25;241;104;206;206;66;679;88;15;36;247;84;84;199
bdd2479;cl1989;6005;NA;20070713;Convolvulus lanuginosus;France;5,67093;43,20923;p;n;267;134;84;34;5517;266;25;241;104;206;206;66;679;88;15;36;247;84;84;199
bdd2500;cl2006;6005;NA;20070713;Convolvulus lanuginosus;France;5,67596;43,20902;p;n;224;136;84;34;5474;268;27;241;106;208;208;69;674;87;14;36;246;81;81;199
bdd2462;cl1973;6005;NA;20070713;Convolvulus lanuginosus;France;5,66968;43,2089;p;n;267;134;84;34;5517;266;25;241;104;206;206;66;679;88;15;36;247;84;84;199
bdd2489;cl1998;6005;NA;20070713;Convolvulus lanuginosus;France;5,6746;43,20887;p;n;267;134;84;34;5517;266;25;241;104;206;206;66;679;88;15;36;247;84;84;199
bdd2555;cl2056;6005;NA;20070713;Convolvulus lanuginosus;France;5,67313;43,2086;p;n;267;134;84;34;5517;266;25;241;104;206;206;66;679;88;15;36;247;84;84;199
bdd2481;cl1990;6005;NA;20070713;Convolvulus lanuginosus;France;5,67102;43,20851;p;n;267;134;84;34;5517;266;25;241;104;206;206;66;679;88;15;36;247;84;84;199
bdd2574;cl2073;6005;NA;20070713;Convolvulus lanuginosus;France;5,67003;43,20844;p;n;267;134;84;34;5517;266;25;241;104;206;206;66;679;88;15;36;247;84;84;199
bdd2334;cl1858;6005;NA;19570000;Convolvulus lanuginosus;France;5,73574;43,20815;p;n;90;144;84;35;5451;274;36;238;115;216;216;77;658;86;12;39;245;74;74;198
bdd2461;cl1972;6005;NA;20070713;Convolvulus lanuginosus;France;5,67124;43,20787;p;n;160;140;85;35;5543;272;30;242;110;212;212;71;660;87;13;37;244;77;77;196
bdd2459;cl1970;6005;NA;20070713;Convolvulus lanuginosus;France;5,67197;43,20767;p;n;160;140;85;35;5543;272;30;242;110;212;212;71;660;87;13;37;244;77;77;196
bdd2164;cl1704;6005;NA;20111218;Convolvulus lanuginosus;France;5,67093;43,20669;p;n;160;140;85;35;5543;272;30;242;110;212;212;71;660;87;13;37;244;77;77;196
bdd2588;cl2086;6005;NA;20070713;Convolvulus lanuginosus;France;5,67352;43,20665;p;n;160;140;85;35;5543;272;30;242;110;212;212;71;660;87;13;37;244;77;77;196
bdd2497;cl2003;6005;NA;20070713;Convolvulus lanuginosus;France;5,67302;43,20657;p;n;160;140;85;35;5543;272;30;242;110;212;212;71;660;87;13;37;244;77;77;196
bdd2494;cl2000;6005;NA;20070713;Convolvulus lanuginosus;France;5,67192;43,2065;p;n;160;140;85;35;5543;272;30;242;110;212;212;71;660;87;13;37;244;77;77;196
bdd2505;cl2010;6005;NA;20070713;Convolvulus lanuginosus;France;5,67288;43,20612;p;n;160;140;85;35;5543;272;30;242;110;212;212;71;660;87;13;37;244;77;77;196
bdd2163;cl1703;6005;NA;20111218;Convolvulus lanuginosus;France;5,67382;43,20545;p;n;160;140;85;35;5543;272;30;242;110;212;212;71;660;87;13;37;244;77;77;196
bdd2580;cl2079;6005;NA;20070713;Convolvulus lanuginosus;France;5,67273;43,2054;p;n;160;140;85;35;5543;272;30;242;110;212;212;71;660;87;13;37;244;77;77;196
bdd2702;cl2189;6005;NA;20070713;Convolvulus lanuginosus;France;5,68231;43,20491;p;n;166;139;84;34;5512;271;30;241;110;212;212;71;663;87;13;37;244;78;78;196
bdd2554;cl2055;6005;NA;20070713;Convolvulus lanuginosus;France;5,67332;43,20476;p;n;160;140;85;35;5543;272;30;242;110;212;212;71;660;87;13;37;244;77;77;196
bdd2662;cl2152;6005;NA;20070713;Convolvulus lanuginosus;France;5,68353;43,2047;p;n;131;141;85;35;5483;273;32;241;112;213;213;73;658;87;12;38;244;76;76;196
bdd2482;cl1991;6005;NA;20070713;Convolvulus lanuginosus;France;5,67355;43,20457;p;n;160;140;85;35;5543;272;30;242;110;212;212;71;660;87;13;37;244;77;77;196
bdd2162;cl1702;6005;NA;20111218;Convolvulus lanuginosus;France;5,67355;43,20439;p;n;160;140;85;35;5543;272;30;242;110;212;212;71;660;87;13;37;244;77;77;196
bdd2578;cl2077;6005;NA;20070713;Convolvulus lanuginosus;France;5,67341;43,20413;p;n;160;140;85;35;5543;272;30;242;110;212;212;71;660;87;13;37;244;77;77;196
bdd2591;cl2089;6005;NA;20070713;Convolvulus lanuginosus;France;5,67377;43,20385;p;n;160;140;85;35;5543;272;30;242;110;212;212;71;660;87;13;37;244;77;77;196
bdd2517;cl2021;6005;NA;20070713;Convolvulus lanuginosus;France;5,67438;43,20366;p;n;160;140;85;35;5543;272;30;242;110;212;212;71;660;87;13;37;244;77;77;196
bdd2161;cl1701;6005;NA;20111218;Convolvulus lanuginosus;France;5,67217;43,20317;p;n;160;140;85;35;5543;272;30;242;110;212;212;71;660;87;13;37;244;77;77;196
bdd2744;cl2226;6005;NA;20070713;Convolvulus lanuginosus;France;5,68789;43,20316;p;n;131;141;85;35;5483;273;32;241;112;213;213;73;658;87;12;38;244;76;76;196
bdd2327;cl1851;6005;NA;19570000;Convolvulus lanuginosus;France;5,65872;43,20312;p;n;158;140;85;35;5522;272;30;242;110;212;212;71;659;87;13;38;243;77;77;196
bdd2644;cl2136;6005;NA;20070713;Convolvulus lanuginosus;France;5,68687;43,20237;p;n;131;141;85;35;5483;273;32;241;112;213;213;73;658;87;12;38;244;76;76;196
bdd2514;cl2019;6005;NA;20070525;Convolvulus lanuginosus;France;5,63678;43,20228;p;n;133;141;85;35;5535;273;31;242;111;213;213;72;651;86;13;37;239;77;77;192
bdd2529;cl2032;6005;NA;20070530;Convolvulus lanuginosus;France;5,63959;43,20194;p;n;133;141;85;35;5535;273;31;242;111;213;213;72;651;86;13;37;239;77;77;192
bdd2705;cl2191;6005;NA;20070713;Convolvulus lanuginosus;France;5,68204;43,20167;p;n;166;139;84;34;5512;271;30;241;110;212;212;71;663;87;13;37;244;78;78;196
bdd2585;cl2083;6005;NA;20070530;Convolvulus lanuginosus;France;5,63945;43,20159;p;n;133;141;85;35;5535;273;31;242;111;213;213;72;651;86;13;37;239;77;77;192
bdd2577;cl2076;6005;NA;20070530;Convolvulus lanuginosus;France;5,63982;43,20158;p;n;133;141;85;35;5535;273;31;242;111;213;213;72;651;86;13;37;239;77;77;192
bdd2590;cl2088;6005;NA;20070530;Convolvulus lanuginosus;France;5,64007;43,20148;p;n;133;141;85;35;5535;273;31;242;111;213;213;72;651;86;13;37;239;77;77;192
